Marital_status,Application_mode,Application_order,Course,Previous_qualification,Previous_qualification_grade,Mothers_qualification,Fathers_qualification,Mothers_occupation,Fathers_occupation,Admission_grade,Displaced,Educational_special_needs,Debtor,Tuition_fees_up_to_date,Gender,Scholarship_holder,Age_at_enrollment,International,Curricular_units_1st_sem_enrolled,Curricular_units_1st_sem_evaluations,Curricular_units_1st_sem_approved,Curricular_units_1st_sem_grade,Curricular_units_2nd_sem_enrolled,Curricular_units_2nd_sem_evaluations,Curricular_units_2nd_sem_approved,Curricular_units_2nd_sem_grade,Unemployment_rate,Inflation_rate,GDP,Status,Nationality,Attendance
Single,3rd phase - general contingent,1,Tourism,Secondary education,106.0,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Industry/Construction,Industry/Construction,106.0,Yes,No,No,Yes,Male,Yes,21,No,6,8,4,10.5,6,11,1,11.0,9.4,-0.8,-3.12,Dropout,Portuguese,Daytime
Single,2nd phase - general contingent,1,Journalism and Communication,Secondary education,121.0,Secondary Education - 12th Year of Schooling or Eq.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Unskilled Labor,Machine Operator,120.3,Yes,No,Yes,Yes,Male,Yes,19,No,6,6,6,13.666666666666666,6,6,6,13.333333333333334,8.9,1.4,3.51,Graduate,Portuguese,Daytime
Single,2nd phase - general contingent,1,Nursing,Secondary education,150.0,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Unskilled Labor,Unskilled Labor,130.8,No,No,No,Yes,Male,Yes,22,No,7,7,7,14.842857142857142,8,9,8,15.055555555555555,16.2,0.3,-0.92,Graduate,Portuguese,Daytime
Married,Over 23 years old,1,Social Service (evening attendance),Secondary education,120.0,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Unskilled Labor,Agriculture/Fishery,117.0,No,No,No,Yes,Male,No,33,No,6,8,6,12.0,6,6,6,11.666666666666666,10.8,1.4,1.74,Graduate,Portuguese,Evening
Single,1st phase - general contingent,1,Basic Education,Secondary education,114.0,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Unskilled Labor,Unskilled Labor,110.2,Yes,No,No,Yes,Male,No,20,No,6,8,5,12.2,6,7,5,12.2,10.8,1.4,1.74,Dropout,Portuguese,Daytime
Single,Over 23 years old,1,Management (evening attendance),Higher education - bachelor's degree,140.0,Higher Education - Degree,Higher Education - Degree,Professional/Scientific,Professional/Scientific,155.7,Yes,No,No,Yes,Male,No,20,No,6,1,0,12.285714285714286,5,0,0,12.2,10.8,1.4,1.74,Dropout,Portuguese,Evening
Single,Over 23 years old,1,Agronomy,Higher education - master's,160.0,Higher Education - Degree,Higher Education - Degree,Administrative,Professional/Scientific,126.1,No,No,Yes,Yes,Male,No,24,No,6,8,6,12.166666666666666,6,14,10,13.3,12.4,0.5,1.79,Dropout,Portuguese,Daytime
Single,2nd phase - general contingent,1,Tourism,Secondary education,120.0,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Administrative,Administrative,125.5,No,No,No,Yes,Male,No,18,No,5,6,5,12.0,5,8,3,11.333333333333334,12.7,3.7,-1.7,Enrolled,Portuguese,Daytime
Married,Over 23 years old,1,Social Service (evening attendance),Secondary education,130.0,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Unskilled Labor,Agriculture/Fishery,110.0,Yes,No,No,Yes,Female,No,33,No,6,7,6,11.0,6,11,5,11.0,9.4,-0.8,-3.12,Graduate,Portuguese,Evening
Single,Transfer,1,Nursing,Secondary education,160.0,Basic education 1st cycle (4th/5th year) or equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Unskilled Labor,Industry/Construction,126.1,Yes,No,No,Yes,Female,Yes,22,No,8,8,7,13.08,8,8,7,13.08,10.8,1.4,1.74,Graduate,Portuguese,Daytime
Single,Over 23 years old,1,Advertising and Marketing Management,Secondary education,120.0,Secondary Education - 12th Year of Schooling or Eq.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Administrative,Services/Retail,100.0,No,No,No,Yes,Female,Yes,25,No,5,7,4,10.5,5,7,5,11.6,9.4,-0.8,-3.12,Graduate,Portuguese,Daytime
Single,2nd phase - general contingent,1,Communication Design,Secondary education,124.0,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Administrative,Student,117.6,Yes,No,No,Yes,Male,No,20,No,6,9,6,10.666666666666666,6,6,5,11.2,7.6,2.6,0.32,Graduate,Portuguese,Daytime
Single,1st phase - general contingent,1,Management,Secondary education,143.0,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Unskilled Labor,Unskilled Labor,128.7,Yes,No,No,Yes,Male,No,23,No,5,6,4,14.0,5,5,5,13.8,11.1,0.6,2.02,Enrolled,Portuguese,Daytime
Single,Change of course,2,Informatics Engineering,Secondary education,115.0,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Unskilled Labor,Agriculture/Fishery,112.2,Yes,No,Yes,Yes,Male,No,18,No,5,9,2,10.0,5,9,0,12.2,15.5,2.8,-4.06,Enrolled,Portuguese,Daytime
Single,Over 23 years old,1,Nursing,Secondary education,133.1,Secondary Education - 12th Year of Schooling or Eq.,Secondary Education - 12th Year of Schooling or Eq.,Administrative,Military,100.8,No,No,No,Yes,Male,No,24,No,7,8,0,12.285714285714286,7,7,0,12.2,13.9,-0.3,0.79,Dropout,Portuguese,Daytime
Single,2nd phase - general contingent,2,Journalism and Communication,Secondary education,133.1,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Secondary Education - 12th Year of Schooling or Eq.,Unskilled Labor,Unskilled Labor,105.0,Yes,No,No,No,Female,No,21,Yes,6,6,6,14.0,6,6,6,13.5,8.9,1.4,3.51,Graduate,Brazilian,Daytime
Single,International student (bachelor),1,Equinculture,Secondary education,133.1,Secondary Education - 12th Year of Schooling or Eq.,Secondary Education - 12th Year of Schooling or Eq.,Administrative,Administrative,100.0,No,No,No,Yes,Female,No,26,Yes,6,7,2,12.0,6,6,0,12.2,8.9,1.4,3.51,Dropout,Brazilian,Daytime
Married,Over 23 years old,1,Basic Education,11th year of schooling - not completed,133.1,Basic education 1st cycle (4th/5th year) or equiv.,Unknown,Student,Student,115.5,No,No,No,Yes,Female,No,20,No,6,12,3,12.666666666666666,6,14,0,12.2,7.6,2.6,0.32,Dropout,Portuguese,Daytime
Married,Over 23 years old,1,Social Service (evening attendance),Secondary education,133.1,Basic education 1st cycle (4th/5th year) or equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Unskilled Labor,Unskilled Labor,114.0,No,No,No,Yes,Female,No,20,No,8,11,8,11.875,6,7,6,12.333333333333334,12.7,3.7,-1.7,Graduate,Portuguese,Evening
Single,International student (bachelor),1,Informatics Engineering,Secondary education,130.0,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Higher Education - Degree,Unskilled Labor,Professional/Scientific,137.0,Yes,No,No,Yes,Male,No,19,Yes,5,9,5,14.0,5,11,3,13.25,13.9,-0.3,0.79,Enrolled,Santomean,Daytime
Single,1st phase - general contingent,1,Journalism and Communication,Secondary education,135.0,Basic education 1st cycle (4th/5th year) or equiv.,Secondary Education - 12th Year of Schooling or Eq.,Services/Retail,Services/Retail,124.9,Yes,No,No,Yes,Female,No,18,No,6,6,6,13.666666666666666,6,6,6,13.333333333333334,8.9,1.4,3.51,Graduate,Portuguese,Daytime
Single,1st phase - general contingent,1,Nursing,Secondary education,132.0,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Industry/Construction,Industry/Construction,120.3,Yes,No,No,Yes,Female,Yes,18,No,7,7,7,13.75,8,9,8,14.47777777777778,12.4,0.5,1.79,Graduate,Portuguese,Daytime
Single,1st phase - general contingent,1,Veterinary Nursing,Secondary education,135.0,Secondary Education - 12th Year of Schooling or Eq.,Higher Education - Bachelor's Degree,Unskilled Labor,Management/Government,134.3,Yes,No,No,Yes,Female,No,19,No,5,7,5,14.2,5,7,5,13.8,12.7,3.7,-1.7,Enrolled,Portuguese,Daytime
Single,1st phase - general contingent,1,Nursing,Secondary education,115.0,Higher Education - Degree,Higher Education - Degree,Professional/Scientific,Professional/Scientific,111.5,Yes,No,Yes,No,Female,No,19,No,7,10,4,11.96,7,7,0,12.2,13.9,-0.3,0.79,Dropout,Portuguese,Daytime
Single,Short cycle diploma holders,1,Veterinary Nursing,Professional higher technical course,130.0,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Unskilled Labor,Unskilled Labor,128.8,No,No,No,Yes,Female,No,21,No,10,12,8,12.875,9,14,5,13.4,8.9,1.4,3.51,Dropout,Portuguese,Daytime
Single,1st phase - general contingent,1,Animation and Multimedia Design,Secondary education,133.1,Secondary Education - 12th Year of Schooling or Eq.,Secondary Education - 12th Year of Schooling or Eq.,Unskilled Labor,Military,110.0,Yes,No,No,Yes,Female,No,20,No,6,0,0,12.285714285714286,6,0,0,12.2,16.2,0.3,-0.92,Graduate,Portuguese,Daytime
Married,Over 23 years old,1,Social Service (evening attendance),Secondary education,130.0,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Agriculture/Fishery,Services/Retail,113.5,Yes,No,No,Yes,Female,No,20,No,6,0,0,12.285714285714286,6,0,0,12.2,9.4,-0.8,-3.12,Dropout,Portuguese,Evening
Divorced,Over 23 years old,1,Agronomy,Other - 11th year of schooling,133.1,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Unskilled Labor,Agriculture/Fishery,160.0,No,No,No,Yes,Female,No,20,No,6,8,5,14.63157894736842,6,14,5,14.23076923076923,15.5,2.8,-4.06,Graduate,Portuguese,Daytime
Single,3rd phase - general contingent,1,Basic Education,Secondary education,123.0,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Unskilled Labor,Industry/Construction,117.4,Yes,No,No,Yes,Female,No,19,No,6,0,0,12.285714285714286,6,0,0,12.2,11.1,0.6,2.02,Dropout,Portuguese,Daytime
Single,Change of institution/course,1,Communication Design,Secondary education,130.0,Higher Education - Degree,Secondary Education - 12th Year of Schooling or Eq.,Professional/Scientific,Machine Operator,122.2,No,No,Yes,Yes,Female,No,20,No,10,12,10,13.0,6,11,11,12.272727272727272,11.1,0.6,2.02,Graduate,Portuguese,Daytime
Single,1st phase - general contingent,2,Social Service,Secondary education,122.0,Basic education 1st cycle (4th/5th year) or equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Administrative,Industry/Construction,118.2,Yes,No,No,Yes,Female,No,19,No,6,0,0,12.285714285714286,6,0,0,12.2,16.2,0.3,-0.92,Dropout,Portuguese,Daytime
Single,1st phase - general contingent,1,Veterinary Nursing,Secondary education,113.0,Secondary Education - 12th Year of Schooling or Eq.,Secondary Education - 12th Year of Schooling or Eq.,Administrative,Administrative,106.7,Yes,No,No,Yes,Female,No,20,No,6,15,4,14.2,6,8,4,13.25,15.5,2.8,-4.06,Dropout,Portuguese,Daytime
Single,1st phase - general contingent,1,Nursing,Secondary education,111.0,Higher Education - Degree,Higher Education - Master's,Administrative,Technical,108.2,Yes,No,No,Yes,Female,No,20,No,7,9,6,13.266666666666666,7,10,5,12.3,12.4,0.5,1.79,Dropout,Portuguese,Daytime
Single,2nd phase - general contingent,2,Basic Education,Secondary education,133.1,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Secondary Education - 12th Year of Schooling or Eq.,Unskilled Labor,Technical,107.0,Yes,No,No,Yes,Female,No,20,No,7,12,6,11.666666666666666,7,10,3,13.0,16.2,0.3,-0.92,Enrolled,Portuguese,Daytime
Single,1st phase - general contingent,1,Social Service,Secondary education,142.0,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Agriculture/Fishery,Industry/Construction,136.1,Yes,No,No,Yes,Female,No,18,No,6,8,6,13.857142857142858,6,6,6,15.0,13.9,-0.3,0.79,Graduate,Portuguese,Daytime
Single,2nd phase - general contingent,2,Management,Secondary education,123.0,Secondary Education - 12th Year of Schooling or Eq.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Administrative,Industry/Construction,115.3,Yes,No,No,Yes,Female,Yes,18,No,5,9,3,13.0,5,11,3,11.0,8.9,1.4,3.51,Enrolled,Portuguese,Daytime
Single,1st phase - general contingent,1,Veterinary Nursing,Secondary education,131.0,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Unskilled Labor,Unskilled Labor,139.8,Yes,No,No,Yes,Female,No,19,No,5,6,5,13.4,5,5,5,12.8,10.8,1.4,1.74,Graduate,Portuguese,Daytime
Single,1st phase - general contingent,3,Journalism and Communication,Secondary education,158.0,Secondary Education - 12th Year of Schooling or Eq.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Administrative,Industry/Construction,157.0,Yes,No,No,Yes,Female,No,18,No,6,6,6,12.666666666666666,6,7,6,12.571428571428571,10.8,1.4,1.74,Graduate,Portuguese,Daytime
Single,2nd phase - general contingent,2,Nursing,Secondary education,122.0,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Unskilled Labor,Unskilled Labor,131.0,Yes,No,No,Yes,Female,No,18,No,7,7,6,12.516666666666666,7,7,6,12.516666666666666,7.6,2.6,0.32,Dropout,Portuguese,Daytime
Single,Change of course,1,Nursing,Secondary education,130.0,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Unskilled Labor,Services/Retail,100.0,No,No,No,Yes,Female,No,20,No,7,11,6,11.616666666666667,7,7,7,13.0,13.9,-0.3,0.79,Enrolled,Portuguese,Daytime
Single,2nd phase - general contingent,1,Social Service,Secondary education,154.0,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Unskilled Labor,Industry/Construction,140.4,Yes,No,No,Yes,Female,Yes,20,No,6,13,2,10.0,6,12,4,10.75,7.6,2.6,0.32,Enrolled,Portuguese,Daytime
Single,2nd phase - general contingent,1,Management,Secondary education,120.0,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Technical,Technical,113.4,No,No,No,Yes,Female,No,20,No,5,11,3,10.333333333333334,5,10,3,10.666666666666666,12.4,0.5,1.79,Enrolled,Portuguese,Daytime
Single,1st phase - general contingent,2,Veterinary Nursing,Secondary education,140.0,Basic education 1st cycle (4th/5th year) or equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Unskilled Labor,Industry/Construction,137.0,No,No,No,Yes,Female,No,18,No,5,12,5,13.142857142857142,5,6,5,11.4,9.4,-0.8,-3.12,Graduate,Portuguese,Daytime
Single,1st phase - general contingent,1,Management,Secondary education,127.0,Higher Education - Bachelor's Degree,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Administrative,Services/Retail,121.8,No,No,No,Yes,Female,No,18,No,5,5,5,12.6,5,5,5,14.0,11.1,0.6,2.02,Graduate,Portuguese,Daytime
Single,2nd phase - general contingent,1,Tourism,Secondary education,133.1,Secondary Education - 12th Year of Schooling or Eq.,Secondary Education - 12th Year of Schooling or Eq.,Administrative,Services/Retail,131.0,Yes,No,No,Yes,Female,No,21,No,6,12,3,11.0,6,12,2,11.0,9.4,-0.8,-3.12,Dropout,Portuguese,Daytime
Single,1st phase - general contingent,2,Management,Secondary education,120.0,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Unskilled Labor,Industry/Construction,118.6,Yes,No,No,Yes,Female,No,19,No,5,8,5,10.8,5,9,4,11.25,16.2,0.3,-0.92,Graduate,Portuguese,Daytime
Single,1st phase - general contingent,1,Animation and Multimedia Design,Secondary education,137.0,Higher Education - Degree,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Professional/Scientific,Unskilled Labor,122.3,No,No,No,Yes,Female,No,19,No,6,0,0,12.285714285714286,6,0,0,12.2,10.8,1.4,1.74,Dropout,Portuguese,Daytime
Single,1st phase - general contingent,1,Advertising and Marketing Management,Secondary education,131.0,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Unskilled Labor,Unskilled Labor,127.9,No,No,No,Yes,Female,Yes,19,No,5,5,5,12.8,5,5,5,14.2,9.4,-0.8,-3.12,Graduate,Portuguese,Daytime
Single,1st phase - general contingent,1,Veterinary Nursing,Secondary education,130.0,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Administrative,Industry/Construction,121.3,Yes,No,No,Yes,Female,No,19,No,6,15,6,14.166666666666666,6,13,6,12.2,15.5,2.8,-4.06,Graduate,Portuguese,Daytime
Single,2nd phase - general contingent,1,Oral Hygiene,Secondary education,122.0,Secondary Education - 12th Year of Schooling or Eq.,Secondary Education - 12th Year of Schooling or Eq.,Administrative,Services/Retail,117.1,Yes,No,No,Yes,Female,No,19,No,7,12,5,12.1,7,0,0,12.2,13.9,-0.3,0.79,Dropout,Portuguese,Daytime
Single,Technological specialization diploma holders,1,Veterinary Nursing,Technological specialization course,160.0,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Unskilled Labor,Unskilled Labor,160.0,Yes,No,No,Yes,Female,No,20,No,6,7,6,14.166666666666666,6,8,5,13.77777777777778,12.4,0.5,1.79,Graduate,Portuguese,Daytime
Single,1st phase - general contingent,1,Basic Education,Secondary education,146.0,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Unskilled Labor,Technical,145.3,Yes,No,No,Yes,Female,Yes,18,No,6,8,5,12.8,6,7,5,13.4,9.4,-0.8,-3.12,Enrolled,Portuguese,Daytime
Single,2nd phase - general contingent,3,Social Service,Secondary education,131.0,Secondary Education - 12th Year of Schooling or Eq.,Technological specialization course,Services/Retail,Technical,122.6,Yes,No,No,Yes,Female,No,18,No,6,7,6,13.0,6,6,6,13.666666666666666,12.4,0.5,1.79,Graduate,Portuguese,Daytime
Single,2nd phase - general contingent,1,Nursing,Secondary education,132.0,Secondary Education - 12th Year of Schooling or Eq.,Basic education 1st cycle (4th/5th year) or equiv.,Machine Operator,Unskilled Labor,128.0,Yes,No,No,Yes,Female,No,19,No,7,7,7,13.467142857142855,8,9,8,15.011111111111113,12.4,0.5,1.79,Graduate,Portuguese,Daytime
Single,1st phase - general contingent,3,Nursing,Secondary education,138.0,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Services/Retail,Machine Operator,124.9,Yes,No,No,Yes,Female,Yes,18,No,7,9,7,13.2375,8,9,7,13.742857142857144,13.9,-0.3,0.79,Dropout,Portuguese,Daytime
Single,2nd phase - general contingent,2,Communication Design,Secondary education,130.0,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Unskilled Labor,Unskilled Labor,123.7,Yes,No,No,Yes,Female,No,18,No,6,6,6,12.333333333333334,6,6,6,13.0,7.6,2.6,0.32,Graduate,Portuguese,Daytime
Single,1st phase - general contingent,1,Management,Secondary education,126.0,Secondary Education - 12th Year of Schooling or Eq.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Administrative,Machine Operator,120.1,Yes,No,No,Yes,Female,No,19,No,5,7,5,12.4,5,5,5,14.6,8.9,1.4,3.51,Graduate,Portuguese,Daytime
Single,2nd phase - general contingent,1,Nursing,Secondary education,148.0,Secondary Education - 12th Year of Schooling or Eq.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Technical,Technical,131.7,Yes,No,No,Yes,Female,No,19,No,7,8,5,14.0,7,7,0,12.2,13.9,-0.3,0.79,Dropout,Portuguese,Daytime
Single,Change of course,1,Social Service,Secondary education,130.0,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Unskilled Labor,Industry/Construction,133.2,No,No,No,Yes,Female,No,20,No,9,15,9,11.666666666666666,7,8,7,11.714285714285714,7.6,2.6,0.32,Graduate,Portuguese,Daytime
